ReNummer;SummeNetto;MwStSatz;ZahlungsbetragBrutto;KdNr;Summenebenkosten;ReDatum;Zahlungsdatum
102427;3500.00;7;3745.00;20020;0.00;2025-01-09 00:00:00.000;2025-01-22 00:00:00.000
102426;2000.00;7;2140.00;11190;0.00;2025-01-09 00:00:00.000;2025-01-16 00:00:00.000
102425;659.63;0;659.63;75564;0.00;2025-01-09 00:00:00.000;2024-12-30 00:00:00.000
102424;29.00;7;31.03;10233;0.00;2025-01-07 00:00:00.000;2025-01-15 00:00:00.000
102423;29.00;7;31.03;10270;0.00;2025-01-07 00:00:00.000;2025-01-15 00:00:00.000
102422;29.00;7;31.03;10270;0.00;2025-01-07 00:00:00.000;2025-01-15 00:00:00.000
102421;471.50;7;504.51;77192;0.00;2025-01-09 00:00:00.000;2025-01-13 00:00:00.000
102420;60.00;7;64.20;70658;0.00;2025-01-03 00:00:00.000;2025-01-03 00:00:00.000
102419;2250.00;7;2407.50;10813;0.00;2024-12-31 00:00:00.000;2025-01-06 00:00:00.000
102418;709.81;0;674.32;11525;35.49;2025-01-08 00:00:00.000;2025-02-13 00:00:00.000
102417;176.12;0;167.31;20585;8.81;2025-01-08 00:00:00.000;2025-02-14 00:00:00.000
102416;25.00;7;0.00;10818;0.00;2025-01-08 00:00:00.000;NULL
102415;245.00;0;233.67;80286;11.33;2025-01-08 00:00:00.000;2025-01-09 00:00:00.000
102414;3964.25;0;3964.25;12209;0.00;2025-01-08 00:00:00.000;2025-04-01 00:00:00.000
102413;200.00;0;200.00;81231;0.00;2025-01-08 00:00:00.000;2025-01-16 00:00:00.000
102412;147.00;0;147.00;78522;0.00;2025-01-08 00:00:00.000;2025-02-13 00:00:00.000
102411;875.00;0;875.00;79674;0.00;2024-12-27 00:00:00.000;2024-12-03 00:00:00.000
102410;1691.37;0;1691.37;21048;0.00;2025-01-08 00:00:00.000;2025-01-22 00:00:00.000
102409;566.39;0;566.39;20943;0.00;2025-01-08 00:00:00.000;2025-01-02 00:00:00.000
102408;722.67;0;705.52;79945;17.10;2025-01-07 00:00:00.000;2025-02-12 00:00:00.000
102407;578.24;0;578.24;79945;0.00;2025-01-07 00:00:00.000;2025-02-12 00:00:00.000
102406;144.59;0;144.59;79945;0.00;2025-01-07 00:00:00.000;2025-02-12 00:00:00.000
102405;2400.00;0;2400.00;11598;0.00;2025-01-07 00:00:00.000;2025-04-01 00:00:00.000
102404;1175.00;7;0.00;20353;0.00;2025-01-07 00:00:00.000;NULL
102403;870.00;0;0.00;73168;0.00;2025-01-07 00:00:00.000;NULL
102402;9500.00;7;0.00;20731;0.00;2025-01-07 00:00:00.000;NULL
102401;400.00;0;377.96;81226;22.04;2025-01-07 00:00:00.000;2025-03-03 00:00:00.000
102400;1500.00;0;1500.00;81227;0.00;2025-01-07 00:00:00.000;2025-02-10 00:00:00.000
102399;720.00;7;770.40;72801;0.00;2025-01-07 00:00:00.000;2025-01-16 00:00:00.000
102398;1145.04;0;1145.92;78962;0.88;2025-01-07 00:00:00.000;2025-01-10 00:00:00.000
102397;134.71;0;134.71;78962;0.00;2025-01-07 00:00:00.000;2025-01-10 00:00:00.000
102396;2000.00;0;2000.00;81170;0.00;2025-01-06 00:00:00.000;2025-02-03 00:00:00.000
102395;375.00;0;0.00;81097;0.00;2025-01-06 00:00:00.000;NULL
102394;200.00;0;191.64;79630;8.36;2025-01-06 00:00:00.000;2025-01-14 00:00:00.000
102393;145.00;0;145.00;81044;0.00;2025-01-06 00:00:00.000;2025-01-16 00:00:00.000
102392;700.00;0;0.00;80918;0.00;2025-01-06 00:00:00.000;NULL
102391;8400.00;0;8400.00;80849;0.00;2025-01-06 00:00:00.000;2025-02-14 00:00:00.000
102390;1500.00;0;1500.00;80847;0.00;2025-01-06 00:00:00.000;2025-01-29 00:00:00.000
102389;882.00;7;943.74;78377;0.00;2025-01-06 00:00:00.000;2025-01-17 00:00:00.000
102388;80.00;7;85.60;73310;0.00;2025-01-06 00:00:00.000;2025-01-22 00:00:00.000
102387;3000.00;7;3210.00;80605;0.00;2025-01-06 00:00:00.000;2025-01-14 00:00:00.000
102386;0.00;0;0.00;80199;0.00;2025-01-06 00:00:00.000;NULL
102385;600.00;7;642.00;80505;0.00;2025-01-06 00:00:00.000;2025-04-01 00:00:00.000
102384;208.00;0;208.00;79348;0.00;2025-01-06 00:00:00.000;2025-02-11 00:00:00.000
102383;2400.00;7;2568.00;20650;0.00;2025-01-06 00:00:00.000;2025-01-16 00:00:00.000
102382;100.00;0;100.00;80190;0.00;2025-01-06 00:00:00.000;2025-03-04 00:00:00.000
102381;600.00;7;642.00;80102;0.00;2025-01-06 00:00:00.000;2025-01-08 00:00:00.000
102380;800.00;7;856.00;10384;0.00;2025-01-06 00:00:00.000;2025-01-14 00:00:00.000
102379;195.00;7;208.65;12053;0.00;2025-01-06 00:00:00.000;2025-01-22 00:00:00.000
102378;1042.00;7;1114.94;10290;0.00;2025-01-06 00:00:00.000;2025-01-17 00:00:00.000
102377;3875.00;7;4146.25;20353;0.00;2025-01-06 00:00:00.000;2025-01-22 00:00:00.000
102376;482.33;0;463.66;80442;18.67;2025-01-06 00:00:00.000;2025-01-15 00:00:00.000
102375;3410.00;7;3648.70;20020;0.00;2025-01-06 00:00:00.000;2025-01-22 00:00:00.000
102374;4800.00;0;4743.50;79415;56.50;2025-01-06 00:00:00.000;2025-03-05 00:00:00.000
102373;132.60;0;130.67;80950;1.93;2025-01-06 00:00:00.000;2025-01-10 00:00:00.000
102372;140.00;7;0.00;73314;0.00;2025-01-06 00:00:00.000;NULL
102371;315.00;7;337.05;73314;0.00;2025-01-06 00:00:00.000;2025-01-13 00:00:00.000
102370;2800.00;7;2996.00;10154;0.00;2024-12-31 00:00:00.000;2025-01-10 00:00:00.000
102369;70.00;7;0.00;73314;0.00;2025-01-06 00:00:00.000;NULL
102368;20.00;7;21.40;10509;0.00;2024-12-18 00:00:00.000;2024-12-27 00:00:00.000
102367;805.00;7;861.35;73314;0.00;2025-01-06 00:00:00.000;1899-12-30 13:01:00.000
102366;175.00;7;187.25;73314;0.00;2025-01-06 00:00:00.000;2025-04-02 00:00:00.000
102365;175.00;7;187.25;73314;0.00;2025-01-06 00:00:00.000;2025-01-07 00:00:00.000
102364;700.00;7;749.00;73314;0.00;2025-01-06 00:00:00.000;2025-01-20 00:00:00.000
102363;210.00;7;224.70;73314;0.00;2025-01-06 00:00:00.000;2025-01-13 00:00:00.000
102362;5810.00;7;6216.70;73314;0.00;2025-01-06 00:00:00.000;2025-01-13 00:00:00.000
102361;1300.00;7;0.00;20697;0.00;2025-01-06 00:00:00.000;NULL
102360;275.00;7;294.25;79652;0.00;2025-01-06 00:00:00.000;2025-01-17 00:00:00.000
102359;2500.00;7;2675.00;10049;0.00;2025-01-06 00:00:00.000;2025-03-20 00:00:00.000
102358;166.00;0;0.00;79560;0.00;2025-01-06 00:00:00.000;NULL
102357;1000.00;7;1070.00;75752;0.00;2025-01-06 00:00:00.000;2025-01-08 00:00:00.000
102356;400.00;7;428.00;78020;0.00;2025-01-06 00:00:00.000;2025-01-17 00:00:00.000
102355;2500.00;7;2675.00;20827;0.00;2025-01-06 00:00:00.000;2025-01-24 00:00:00.000
102354;2000.00;0;2000.00;79279;0.00;2025-01-06 00:00:00.000;2025-02-03 00:00:00.000
102353;155.95;7;166.87;79210;0.00;2025-01-06 00:00:00.000;2025-01-09 00:00:00.000
102352;1650.00;7;1765.50;79168;0.00;2025-01-06 00:00:00.000;2025-01-10 00:00:00.000
102351;450.00;7;481.50;79143;0.00;2025-01-06 00:00:00.000;2025-01-09 00:00:00.000
102350;495.00;0;495.00;72631;0.00;2025-01-06 00:00:00.000;2025-02-04 00:00:00.000
102349;100.00;0;100.00;79148;0.00;2025-01-06 00:00:00.000;2025-02-18 00:00:00.000
102348;1200.00;0;1200.00;79149;0.00;2025-01-06 00:00:00.000;2025-02-04 00:00:00.000
102347;21000.00;7;22470.00;20830;0.00;2025-01-06 00:00:00.000;2025-01-16 00:00:00.000
102346;250.00;0;250.00;80409;0.00;2025-01-06 00:00:00.000;2025-01-06 00:00:00.000
102345;250.00;0;250.00;80409;0.00;2025-01-06 00:00:00.000;2025-01-06 00:00:00.000
102344;1360.00;7;1455.20;77679;0.00;2025-01-06 00:00:00.000;2025-01-09 00:00:00.000
102343;128.00;7;136.96;77679;0.00;2025-01-06 00:00:00.000;2025-01-08 00:00:00.000
102342;3649.00;7;3904.43;78107;0.00;2024-11-30 00:00:00.000;2024-11-30 00:00:00.000
102341;2750.00;7;2942.50;78107;0.00;2024-10-30 00:00:00.000;2024-10-30 00:00:00.000
102340;120.00;7;128.40;20485;0.00;2024-12-31 00:00:00.000;2025-01-16 00:00:00.000
102339;2400.00;7;2568.00;20524;0.00;2024-12-31 00:00:00.000;2025-01-09 00:00:00.000
102338;19.30;0;18.53;81068;0.77;2024-12-31 00:00:00.000;2025-01-17 00:00:00.000
102337;126.00;0;0.00;81134;0.00;2024-12-31 00:00:00.000;NULL
102336;37.15;0;37.15;73075;0.00;2024-12-31 00:00:00.000;2025-01-15 00:00:00.000
102335;378.44;7;404.93;10775;0.00;2025-01-03 00:00:00.000;2025-01-06 00:00:00.000
102334;62.50;0;62.50;73913;0.00;2025-01-03 00:00:00.000;2025-01-28 00:00:00.000
102333;1700.00;7;1819.00;76875;0.00;2025-01-03 00:00:00.000;2025-02-17 00:00:00.000
102332;600.00;7;642.00;73561;0.00;2025-01-03 00:00:00.000;2025-01-20 00:00:00.000
102331;1297.50;7;NULL;10957;0.00;2025-04-01 00:00:00.000;NULL
102330;380.00;0;380.00;11194;0.00;2025-01-03 00:00:00.000;2025-01-14 00:00:00.000
102329;375.00;7;401.25;78666;0.00;2025-01-03 00:00:00.000;2025-01-07 00:00:00.000
102328;2340.00;7;2503.08;78539;0.00;2025-01-03 00:00:00.000;2025-01-08 00:00:00.000
102327;3000.00;0;3000.00;20013;0.00;2025-01-03 00:00:00.000;2025-01-15 00:00:00.000
102326;500.00;0;500.00;20013;0.00;2025-01-03 00:00:00.000;2025-01-30 00:00:00.000
102325;1100.00;0;1100.00;20013;0.00;2025-01-03 00:00:00.000;2025-01-30 00:00:00.000
102324;1400.00;7;1498.00;20013;0.00;2025-01-03 00:00:00.000;2025-01-30 00:00:00.000
102323;3600.00;7;3852.00;20013;0.00;2025-01-03 00:00:00.000;2025-01-30 00:00:00.000
102322;3600.00;7;3852.00;77192;0.00;2025-01-03 00:00:00.000;2025-01-13 00:00:00.000
102321;28500.00;7;30495.00;78468;0.00;2025-01-03 00:00:00.000;2025-01-09 00:00:00.000
102320;8600.00;7;9202.00;20913;0.00;2025-01-03 00:00:00.000;2025-01-17 00:00:00.000
102319;1500.00;7;1605.00;12173;0.00;2025-01-03 00:00:00.000;2025-01-17 00:00:00.000
102318;316.00;7;338.12;20743;0.00;2025-01-03 00:00:00.000;2025-01-08 00:00:00.000
102317;1550.00;0;1550.00;10616;0.00;2025-01-03 00:00:00.000;2025-02-04 00:00:00.000
102316;9048.00;7;9681.36;20042;0.00;2025-01-03 00:00:00.000;2025-01-15 00:00:00.000
102315;3599.00;7;3850.93;20080;0.00;2025-01-03 00:00:00.000;2025-01-24 00:00:00.000
102314;126.00;0;126.00;79279;0.00;2025-01-03 00:00:00.000;2025-01-27 00:00:00.000
102313;360.00;0;360.00;80706;0.00;2025-01-03 00:00:00.000;2025-01-08 00:00:00.000
102312;150.00;7;160.50;80638;0.00;2024-12-31 00:00:00.000;2025-01-03 00:00:00.000
102311;37.50;7;40.13;20843;0.00;2024-12-31 00:00:00.000;2025-01-27 00:00:00.000
102310;75.00;7;80.25;20843;0.00;2024-12-31 00:00:00.000;2025-01-20 00:00:00.000
102309;99.00;7;105.93;20843;0.00;2024-12-31 00:00:00.000;2025-01-20 00:00:00.000
102308;218.00;7;233.26;79666;0.00;2025-01-02 00:00:00.000;2025-01-02 00:00:00.000
102307;5750.00;7;6152.50;20267;0.00;2025-01-02 00:00:00.000;2025-01-09 00:00:00.000
102306;4800.00;7;5136.00;73221;0.00;2025-01-02 00:00:00.000;2025-01-15 00:00:00.000
102305;1950.00;7;2086.50;12132;0.00;2025-01-02 00:00:00.000;2025-01-02 00:00:00.000
102304;700.00;7;749.00;77680;0.00;2025-01-02 00:00:00.000;2025-01-06 00:00:00.000
102303;1750.00;7;1872.50;10952;0.00;2025-01-02 00:00:00.000;2025-01-14 00:00:00.000
102302;805.00;7;861.35;77174;0.00;2025-01-02 00:00:00.000;2025-01-14 00:00:00.000
102301;1250.00;0;1250.00;75745;0.00;2025-01-02 00:00:00.000;2025-01-17 00:00:00.000
102300;650.00;7;695.50;75254;0.00;2025-01-02 00:00:00.000;2025-01-09 00:00:00.000
102299;275.00;7;294.25;12324;0.00;2025-01-02 00:00:00.000;2025-01-17 00:00:00.000
102298;18900.00;0;18900.00;70097;0.00;2025-01-02 00:00:00.000;2025-01-10 00:00:00.000
102297;100.00;7;107.00;10349;0.00;2025-01-02 00:00:00.000;2025-02-21 00:00:00.000
102296;545.50;7;583.69;75232;0.00;2025-01-02 00:00:00.000;2025-01-10 00:00:00.000
102295;466.00;0;466.00;50286;0.00;2025-01-02 00:00:00.000;2025-01-09 00:00:00.000
102294;2639.00;0;2639.00;20993;0.00;2025-01-02 00:00:00.000;2025-01-16 00:00:00.000
102293;275.00;7;294.25;75279;0.00;2025-01-02 00:00:00.000;2025-01-10 00:00:00.000
102292;1300.00;7;1391.00;72874;0.00;2025-01-02 00:00:00.000;2025-01-13 00:00:00.000
102291;88.00;7;94.16;80078;0.00;2024-12-31 00:00:00.000;2025-01-08 00:00:00.000
102290;4600.00;0;4600.00;72120;0.00;2025-01-02 00:00:00.000;2025-01-13 00:00:00.000
102289;1350.00;7;1444.50;20639;0.00;2025-01-02 00:00:00.000;2025-01-17 00:00:00.000
102288;340.00;7;363.80;11480;0.00;2025-01-02 00:00:00.000;2025-01-16 00:00:00.000
102287;4000.00;7;0.00;20434;0.00;2025-01-02 00:00:00.000;NULL
102286;172.00;7;184.04;20361;0.00;2025-01-02 00:00:00.000;2025-01-09 00:00:00.000
102285;4200.00;7;4494.00;20342;0.00;2025-01-02 00:00:00.000;2025-01-17 00:00:00.000
102284;1990.00;7;0.00;10216;0.00;2025-01-02 00:00:00.000;NULL
102283;525.00;7;561.75;72632;0.00;2025-01-02 00:00:00.000;2025-01-13 00:00:00.000
102282;1100.00;7;1177.00;20444;0.00;2025-01-02 00:00:00.000;2025-01-10 00:00:00.000
102281;3750.00;0;3750.00;10722;0.00;2025-01-02 00:00:00.000;2025-01-10 00:00:00.000
102280;13750.00;0;13750.00;10964;0.00;2025-01-02 00:00:00.000;2025-03-27 00:00:00.000
102279;31350.00;7;33544.50;12598;0.00;2025-01-02 00:00:00.000;2025-01-15 00:00:00.000
102278;2250.00;7;2407.50;12082;0.00;2025-01-02 00:00:00.000;2025-01-13 00:00:00.000
102277;169.00;7;180.83;12348;0.00;2025-01-02 00:00:00.000;2025-01-07 00:00:00.000
102276;120.00;0;120.00;72824;0.00;2024-12-31 00:00:00.000;2025-02-10 00:00:00.000
102275;3900.00;7;4173.00;12197;0.00;2025-01-02 00:00:00.000;2025-01-22 00:00:00.000
102274;20500.00;7;21935.00;12187;0.00;2025-01-02 00:00:00.000;2025-01-28 00:00:00.000
102273;2500.00;7;2675.00;10851;0.00;2025-01-02 00:00:00.000;2025-01-08 00:00:00.000
102272;12500.00;7;13375.00;20054;0.00;2025-01-02 00:00:00.000;2025-01-13 00:00:00.000
102271;60.00;7;0.00;73314;0.00;2024-12-31 00:00:00.000;NULL
102270;3369.01;0;3027.11;20691;341.90;2024-12-31 00:00:00.000;2025-03-03 00:00:00.000
102269;8064.00;7;0.00;20444;0.00;2024-12-31 00:00:00.000;NULL
102268;550.00;0;0.00;77621;0.00;2024-12-31 00:00:00.000;NULL
102267;2150.00;7;2300.50;10154;0.00;2024-12-31 00:00:00.000;2025-01-17 00:00:00.000
102266;13391.30;0;12690.25;79705;701.05;2024-12-31 00:00:00.000;2025-02-04 00:00:00.000
102265;29.00;7;31.03;10238;0.00;2024-12-30 00:00:00.000;2025-01-03 00:00:00.000
102264;45.00;7;48.15;10231;0.00;2024-12-30 00:00:00.000;2024-12-30 00:00:00.000
102263;180.00;7;192.60;79666;0.00;2024-12-30 00:00:00.000;2024-12-30 00:00:00.000
102262;123.60;0;105.06;80820;18.54;2024-12-30 00:00:00.000;2025-04-02 00:00:00.000
102261;450.00;0;0.00;79512;0.00;2024-12-30 00:00:00.000;NULL
102260;667.00;7;713.69;77192;0.00;2024-12-30 00:00:00.000;2025-01-13 00:00:00.000
102259;0.00;0;0.00;80783;0.00;2024-12-27 00:00:00.000;NULL
102258;58.00;7;62.06;10233;0.00;2024-12-27 00:00:00.000;2025-01-03 00:00:00.000
102257;424.90;0;355.77;10650;69.13;2024-12-27 00:00:00.000;2025-02-21 00:00:00.000
102256;80.55;0;63.40;10650;17.15;2024-12-27 00:00:00.000;2025-01-20 00:00:00.000
102255;45.00;7;48.15;10231;0.00;2024-12-27 00:00:00.000;2024-12-27 00:00:00.000
102254;2404.00;7;2572.28;79666;0.00;2024-12-27 00:00:00.000;2024-12-27 00:00:00.000
102253;320.00;7;342.40;75254;0.00;2024-12-27 00:00:00.000;2025-01-17 00:00:00.000
102252;29.00;7;31.03;10238;0.00;2024-12-23 00:00:00.000;2025-01-03 00:00:00.000
102251;29.00;7;31.03;10238;0.00;2024-12-20 00:00:00.000;2025-01-03 00:00:00.000
102250;76.70;7;82.06;10669;0.00;2024-12-02 00:00:00.000;2024-12-03 00:00:00.000
102249;45.00;7;48.15;10231;0.00;2024-12-18 00:00:00.000;2024-12-18 00:00:00.000
102248;1329.00;7;1422.03;79666;0.00;2024-12-18 00:00:00.000;2024-12-18 00:00:00.000
102247;280.00;7;299.60;20251;0.00;2024-11-30 00:00:00.000;2024-12-10 00:00:00.000
102246;480.00;7;513.60;12561;0.00;2024-12-23 00:00:00.000;2025-01-17 00:00:00.000
102245;140.00;7;149.80;12561;0.00;2024-12-23 00:00:00.000;2025-02-10 00:00:00.000
102244;400.00;7;428.00;12561;0.00;2024-12-23 00:00:00.000;2025-02-10 00:00:00.000
102243;300.00;7;321.00;75685;0.00;2024-12-23 00:00:00.000;2025-01-14 00:00:00.000
102242;100.00;7;107.00;75595;0.00;2024-12-23 00:00:00.000;2024-12-24 00:00:00.000
102241;288.00;7;308.16;81138;0.00;2024-12-23 00:00:00.000;2025-01-30 00:00:00.000
102240;432.40;0;426.90;81194;5.50;2024-12-23 00:00:00.000;2025-01-07 00:00:00.000
102239;180.00;7;192.60;20524;0.00;2024-12-23 00:00:00.000;2025-01-09 00:00:00.000
102238;23.00;7;24.61;79234;0.00;2024-12-23 00:00:00.000;2025-01-10 00:00:00.000
102237;87246.25;0;86889.49;78962;356.76;2024-12-22 00:00:00.000;2024-12-31 00:00:00.000
102236;230.10;0;226.88;78962;3.22;2024-12-22 00:00:00.000;2025-01-03 00:00:00.000
102235;400.00;7;428.00;79041;0.00;2024-12-22 00:00:00.000;2025-01-13 00:00:00.000
102234;160.00;7;171.20;73310;0.00;2024-12-20 00:00:00.000;2025-01-22 00:00:00.000
102233;150.00;0;150.00;78552;0.00;2024-12-20 00:00:00.000;2024-12-30 00:00:00.000
102232;1100.00;7;1177.00;78277;0.00;2024-12-20 00:00:00.000;2024-12-30 00:00:00.000
102231;1040.00;7;1112.80;78277;0.00;2024-12-20 00:00:00.000;2024-12-30 00:00:00.000
102230;2160.00;7;2311.20;80730;0.00;2024-12-20 00:00:00.000;2025-01-14 00:00:00.000
102229;3000.00;7;3210.00;81207;0.00;2024-12-20 00:00:00.000;2024-12-23 00:00:00.000
102228;680.00;7;727.60;20174;0.00;2024-12-20 00:00:00.000;2025-01-08 00:00:00.000
102227;550.00;7;588.50;10275;0.00;2024-11-30 00:00:00.000;2024-12-18 00:00:00.000
102226;9600.00;7;10272.00;77769;0.00;2024-12-19 00:00:00.000;1899-12-30 23:12:00.000
102225;90.00;0;90.00;81010;0.00;2024-12-19 00:00:00.000;2025-01-06 00:00:00.000
102224;1000.00;7;1070.00;73761;0.00;2024-12-19 00:00:00.000;2025-02-03 00:00:00.000
102223;1000.00;7;1070.00;72868;0.00;2024-12-19 00:00:00.000;2025-02-18 00:00:00.000
102222;810.00;7;866.70;72868;0.00;2024-12-19 00:00:00.000;2025-01-08 00:00:00.000
102221;99.00;0;98.02;81208;0.98;2024-12-19 00:00:00.000;2024-12-24 00:00:00.000
102220;1441.64;0;1408.53;81211;33.11;2024-12-19 00:00:00.000;2025-02-25 00:00:00.000
102219;72.00;7;77.04;10207;0.00;2024-12-19 00:00:00.000;2025-01-03 00:00:00.000
102218;3500.00;7;3745.00;77201;0.00;2024-12-19 00:00:00.000;2024-12-30 00:00:00.000
102217;29.00;7;31.03;10233;0.00;2024-12-18 00:00:00.000;2024-12-20 00:00:00.000
102216;20.00;7;21.40;10369;0.00;2024-12-04 00:00:00.000;2024-12-09 00:00:00.000
102215;332.28;7;355.54;20115;0.00;2024-12-11 00:00:00.000;2024-12-12 00:00:00.000
102214;3000.00;7;3210.00;75787;0.00;2024-12-19 00:00:00.000;2025-01-09 00:00:00.000
102213;396.00;7;423.72;20288;0.00;2024-12-19 00:00:00.000;2024-12-20 00:00:00.000
102212;180.00;7;192.60;20524;0.00;2024-12-19 00:00:00.000;2024-12-20 00:00:00.000
102211;6211.40;0;6211.40;75143;0.00;2024-12-19 00:00:00.000;2024-12-16 00:00:00.000
102210;190.77;0;175.23;81206;15.54;2024-12-18 00:00:00.000;2024-12-18 00:00:00.000
102209;110.00;0;110.00;80124;0.00;2024-12-18 00:00:00.000;2024-12-18 00:00:00.000
102208;2880.00;7;3081.60;72801;0.00;2024-12-18 00:00:00.000;2024-12-20 00:00:00.000
102207;1760.00;7;1883.20;81083;0.00;2024-12-17 00:00:00.000;2024-12-19 00:00:00.000
102206;2500.00;7;2675.00;11089;0.00;2024-12-17 00:00:00.000;2025-01-13 00:00:00.000
102205;410.35;0;410.35;81319;0.00;2024-12-17 00:00:00.000;2025-01-03 00:00:00.000
102204;304.58;0;304.58;81319;0.00;2024-12-17 00:00:00.000;2025-01-03 00:00:00.000
102203;54.48;0;0.00;12283;0.00;2024-12-17 00:00:00.000;NULL
102202;70.47;0;70.47;10696;0.00;2024-12-17 00:00:00.000;2025-01-02 00:00:00.000
102201;290.32;0;277.59;79945;12.73;2024-12-17 00:00:00.000;2025-01-22 00:00:00.000
102200;140.00;7;149.80;79492;0.00;2024-12-17 00:00:00.000;2025-01-20 00:00:00.000
102199;55.29;0;55.29;79505;0.00;2024-12-17 00:00:00.000;2024-12-11 00:00:00.000
102198;104.00;7;111.28;80346;0.00;2024-12-17 00:00:00.000;2024-11-13 00:00:00.000
102197;300.00;0;300.00;78721;0.00;2024-12-17 00:00:00.000;2025-01-16 00:00:00.000
102196;7149.34;0;6906.85;79705;242.49;2024-12-17 00:00:00.000;2025-01-21 00:00:00.000
102195;85.00;7;90.95;79184;0.00;2024-12-17 00:00:00.000;2025-01-07 00:00:00.000
102194;6200.00;7;6634.00;12392;0.00;2024-12-17 00:00:00.000;2025-01-06 00:00:00.000
102193;800.00;0;800.00;79998;0.00;2024-12-17 00:00:00.000;2025-04-02 00:00:00.000
102192;1016.00;0;957.97;80242;58.03;2024-12-17 00:00:00.000;2025-01-06 00:00:00.000
102191;600.00;0;600.00;80777;0.00;2024-12-17 00:00:00.000;2024-12-19 00:00:00.000
102190;240.00;0;240.00;80522;0.00;2024-12-17 00:00:00.000;2024-12-24 00:00:00.000
102189;8238.00;0;7671.90;81084;566.10;2024-12-17 00:00:00.000;2025-01-14 00:00:00.000
102188;690.90;0;656.35;78568;34.55;2024-12-17 00:00:00.000;2025-02-25 00:00:00.000
102187;488.40;0;434.56;78567;53.84;2024-12-17 00:00:00.000;2025-02-25 00:00:00.000
102186;171.50;7;183.51;12033;0.00;2024-12-17 00:00:00.000;2024-12-30 00:00:00.000
102185;636.00;7;680.52;10060;0.00;2024-12-09 00:00:00.000;2024-12-09 00:00:00.000
102184;2250.00;7;2407.50;10813;0.00;2024-11-30 00:00:00.000;2024-12-06 00:00:00.000
102183;398.40;0;398.40;78566;0.00;2024-12-16 00:00:00.000;2025-02-25 00:00:00.000
102182;60.00;7;64.20;11302;0.00;2024-11-30 00:00:00.000;2024-12-12 00:00:00.000
102181;40.00;7;42.80;20107;0.00;2024-11-30 00:00:00.000;2024-12-11 00:00:00.000
102180;250.00;7;267.50;11684;0.00;2024-12-16 00:00:00.000;2025-01-09 00:00:00.000
102179;300.00;0;290.64;80348;9.36;2024-12-16 00:00:00.000;2024-12-29 00:00:00.000
102178;136.58;0;0.00;10990;0.00;2024-12-16 00:00:00.000;NULL
102177;240.00;0;0.00;72824;0.00;2024-12-16 00:00:00.000;NULL
102176;571.15;0;555.63;79705;15.52;2024-12-16 00:00:00.000;2025-02-11 00:00:00.000
102175;3712.50;7;3972.38;10845;0.00;2024-12-16 00:00:00.000;2025-01-09 00:00:00.000
102174;112.00;0;112.00;81077;0.00;2024-12-16 00:00:00.000;2025-01-16 00:00:00.000
102173;1800.00;7;1926.00;72868;0.00;2024-12-13 00:00:00.000;2025-01-03 00:00:00.000
102172;400.00;7;428.00;72868;0.00;2024-12-13 00:00:00.000;2025-02-18 00:00:00.000
102171;22012.08;7;23552.93;40003;0.00;2024-12-13 00:00:00.000;2024-12-13 00:00:00.000
102170;100.00;7;107.00;11684;0.00;2024-12-13 00:00:00.000;2025-01-07 00:00:00.000
102169;520.00;7;556.40;11918;0.00;2024-12-12 00:00:00.000;2024-12-20 00:00:00.000
102168;700.00;7;749.00;72868;0.00;2024-12-12 00:00:00.000;2025-01-03 00:00:00.000
102167;448.00;7;479.36;79936;0.00;2024-12-12 00:00:00.000;2024-12-16 00:00:00.000
102166;24.00;7;25.68;10207;0.00;2024-12-12 00:00:00.000;2024-12-19 00:00:00.000
102165;70.00;0;70.00;20348;0.00;2024-12-12 00:00:00.000;2024-12-18 00:00:00.000
102164;4118.34;0;4118.34;78042;0.00;2024-12-12 00:00:00.000;2024-12-19 00:00:00.000
102163;3599.00;7;3850.93;20080;0.00;2024-12-12 00:00:00.000;2024-12-20 00:00:00.000
102162;604.00;7;646.28;79666;0.00;2024-12-11 00:00:00.000;2024-12-11 00:00:00.000
102161;90.00;7;96.30;10231;0.00;2024-12-11 00:00:00.000;2024-12-11 00:00:00.000
102160;400.00;7;428.00;11328;0.00;2024-12-12 00:00:00.000;2024-12-24 00:00:00.000
102159;29.50;0;29.50;78279;0.00;2024-12-12 00:00:00.000;2024-12-03 00:00:00.000
102158;350.00;0;350.00;79199;0.00;2024-12-12 00:00:00.000;2024-12-16 00:00:00.000
102157;180.00;7;192.60;20524;0.00;2024-12-12 00:00:00.000;2024-12-16 00:00:00.000
102156;1166.67;0;1166.67;79791;0.00;2024-12-12 00:00:00.000;2025-02-10 00:00:00.000
102155;225.00;0;225.00;79150;0.00;2024-12-12 00:00:00.000;2024-12-18 00:00:00.000
102154;3000.00;0;3009.61;78841;-9.61;2024-12-12 00:00:00.000;2025-01-23 00:00:00.000
102153;2000.00;0;2000.00;20223;0.00;2024-12-12 00:00:00.000;2025-03-24 00:00:00.000
102152;1450.00;7;1551.50;80675;0.00;2024-12-12 00:00:00.000;2024-12-19 00:00:00.000
102151;1164.00;0;1164.00;11250;0.00;2024-12-12 00:00:00.000;2024-12-23 00:00:00.000
102150;2250.00;0;0.00;80874;0.00;2024-12-11 00:00:00.000;NULL
102149;666.67;0;666.67;77513;0.00;2024-12-11 00:00:00.000;2025-01-09 00:00:00.000
